rating_R,cast,man,man,family,country,young,rating_TV-G,love,love,woman,home,rating_G,duration,black,life,life,rating_TV-MA,series,rating_TV-Y,world,world,release_year,rating_TV-14,new,school,movie,type,group,director,rating_TV-PG,christmas,girl,girl,rating_TV-Y7,rating_PG-13
0.0,7883,0,0,0,9337,0,0.0,0,0,0,0,0.0,97,0,0,0,0.0,0,0.0,0,1,2008.0,0.0,0,0,0,0,0,2350,0.0,0,0,0,0.0,0.0
0.0,7370,1,0,0,6582,0,0.0,0,0,0,0,0.0,105,0,0,0,0.0,0,0.0,0,0,2015.0,0.0,0,1,0,0,0,8609,0.0,0,0,0,0.0,1.0
0.0,9947,0,1,0,9337,0,0.0,0,0,0,0,0.0,104,0,0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,5814,0.0,0,0,0,0.0,0.0
1.0,6531,0,0,0,6044,0,0.0,0,0,0,0,0.0,94,0,0,0,0.0,0,0.0,0,0,1996.0,0.0,0,0,0,0,0,8614,0.0,0,0,0,0.0,0.0
0.0,3198,0,0,0,9337,0,0.0,0,0,0,0,0.0,95,0,0,0,0.0,0,0.0,0,0,2012.0,0.0,0,0,0,0,0,2085,0.0,0,0,0,0.0,1.0
0.0,8106,0,0,0,6044,0,0.0,0,0,0,0,0.0,107,0,0,0,0.0,0,0.0,0,0,2012.0,0.0,0,0,0,0,0,8868,0.0,0,0,0,0.0,0.0
1.0,4843,0,0,0,1680,0,0.0,0,0,0,0,0.0,126,0,0,0,0.0,0,0.0,0,0,2013.0,0.0,0,0,0,0,0,5758,0.0,0,0,0,0.0,0.0
0.0,8555,0,0,0,1325,0,0.0,0,0,0,0,0.0,162,0,0,0,0.0,0,0.0,0,0,2012.0,1.0,0,0,0,0,0,5682,0.0,0,0,0,0.0,0.0
0.0,5789,0,0,0,6044,0,0.0,0,0,0,0,0.0,101,0,0,0,0.0,0,0.0,0,0,2002.0,0.0,0,0,0,0,0,7716,0.0,0,0,0,0.0,1.0
0.0,1162,0,0,0,3325,0,0.0,0,0,0,0,0.0,111,0,0,0,1.0,0,0.0,0,0,2017.0,0.0,0,0,0,0,0,5263,0.0,0,0,0,0.0,0.0
0.0,7961,0,0,0,6582,0,0.0,0,0,0,0,0.0,79,0,0,0,0.0,0,0.0,0,0,1995.0,1.0,0,0,0,0,0,9297,0.0,0,0,0,0.0,0.0
0.0,7510,0,0,0,9337,0,0.0,0,0,0,0,0.0,98,0,0,0,0.0,0,0.0,0,0,2018.0,0.0,0,0,0,0,0,2551,0.0,0,0,0,0.0,1.0
